InvoiceNo,InvoiceDate,Total,CustomerId,Products
573715,2025-01-03T14:28:58.548Z,17846,16318,ALL
573719,2025-01-03T14:33:15.677Z,17846,119700,ALL
573722,2025-01-03T14:37:59.238Z,17846,106579,ALL
573723,2025-01-03T14:30:56.114Z,17846,103264,ALL
573727,2025-01-03T14:41:26.553Z,17846,88801,ALL
573728,2025-01-03T14:33:57.245Z,17846,119702,ALL
573730,2025-01-03T14:33:14.201Z,17846,38699,ALL
573734,2025-01-03T14:33:19.732Z,17846,35352,ALL
573735,2025-01-03T14:39:09.181Z,17846,119699,ALL
573736,2025-01-03T14:37:43.258Z,17846,68099,ALL
573737,2025-01-03T14:38:09.282Z,17846,119703,ALL
573741,2025-01-03T14:34:04.685Z,17846,11205,ALL
573743,2025-01-03T14:35:11.734Z,17846,108050,ALL
573746,2025-01-03T14:39:25.546Z,17846,119707,ALL
573747,2025-01-03T14:37:29.993Z,17846,119704,ALL
573750,2025-01-03T14:39:32.908Z,24960,80580,ALL
573751,2025-01-03T14:37:21.978Z,17846,119706,ALL
573752,2025-01-03T14:37:36.762Z,17846,119705,ALL
573753,2025-01-03T14:39:03.642Z,17846,62709,ALL
573754,2025-01-03T14:39:50.387Z,17846,119708,ALL
573758,2025-01-03T14:49:43.458Z,17846,119714,ALL
573761,2025-01-03T14:48:58.941Z,17846,111301,ALL
573762,2025-01-03T14:57:21.890Z,19879,119723,ALL
573765,2025-01-04T10:02:58.331Z,42845,119710,ALL
573766,2025-01-03T14:56:45.045Z,17846,119722,ALL
573767,2025-01-03T14:41:50.773Z,17846,93558,ALL
573769,2025-01-05T13:59:19.829Z,17846,112025,ALL
573776,2025-01-03T15:00:15.734Z,17846,119725,ALL
573778,2025-01-03T14:43:16.888Z,68657,32780,ALL
573779,2025-01-03T14:56:11.153Z,17846,119718,ALL
573783,2025-01-03T14:46:03.064Z,30040,119711,ALL
573784,2025-01-03T14:49:01.895Z,17846,119712,ALL
573790,2025-01-03T17:46:45.376Z,17846,33329,ALL
573791,2025-01-03T14:50:33.730Z,17846,119713,ALL
573792,2025-01-03T14:46:49.073Z,17846,119680,ALL
573801,2025-01-03T14:51:43.785Z,17846,119716,ALL
573802,2025-01-03T14:50:24.743Z,19879,119715,ALL
573803,2025-01-05T11:52:36.164Z,17846,104956,ALL
573804,2025-01-03T14:56:08.484Z,18456,41568,ALL
573806,2025-01-03T19:00:54.492Z,17846,119891,ALL
573809,2025-01-03T15:02:05.052Z,7886,36687,ALL
573811,2025-01-03T14:53:14.917Z,17846,119717,ALL
573812,2025-01-03T21:26:19.174Z,17846,119976,ALL
573815,2025-01-03T15:07:05.600Z,17846,19603,ALL
573816,2025-01-03T14:56:28.617Z,17846,116753,ALL
573824,2025-01-03T14:58:03.898Z,17846,119720,ALL
573825,2025-01-03T14:54:00.800Z,10122,119663,ALL
573826,2025-01-03T16:38:33.973Z,18456,119807,ALL
573827,2025-01-03T21:13:55.318Z,17846,110088,ALL
573830,2025-01-03T15:00:35.837Z,17846,84833,ALL
573835,2025-01-03T14:59:37.283Z,19879,119724,ALL
573839,2025-01-03T14:57:53.343Z,42235,6490,ALL
573848,2025-01-03T15:03:06.587Z,17846,76327,ALL
573851,2025-01-03T15:11:33.259Z,17846,78140,ALL
573852,2025-01-03T15:05:27.844Z,17846,119727,ALL
573853,2025-01-03T16:44:24.180Z,17846,53748,ALL
573857,2025-01-03T15:04:24.951Z,17846,119726,ALL
573858,2025-01-03T15:18:09.493Z,17846,119735,ALL
573859,2025-01-03T15:08:30.330Z,19879,110998,ALL
573860,2025-01-03T15:07:36.497Z,25975,101275,ALL
573861,2025-01-03T15:06:41.539Z,17846,119728,ALL
573862,2025-01-03T15:13:22.592Z,17846,98347,ALL
573865,2025-01-03T15:17:51.136Z,17846,111112,ALL
573869,2025-01-03T15:08:21.086Z,17846,119730,ALL
573874,2025-01-03T15:09:32.956Z,17846,119731,ALL
573877,2025-01-03T15:09:26.507Z,17846,20965,ALL
573879,2025-01-03T15:11:22.721Z,17846,119732,ALL
573882,2025-01-03T15:13:51.931Z,17846,119733,ALL
573883,2025-01-06T12:08:42.320Z,17846,110910,ALL
573884,2025-01-03T15:12:23.175Z,17846,27122,ALL
573886,2025-01-03T15:19:03.069Z,17846,119740,ALL
573887,2025-01-03T19:01:57.469Z,17846,38343,ALL
573892,2025-01-03T15:14:05.873Z,17846,50585,ALL
573893,2025-01-03T15:19:08.433Z,17846,119741,ALL
573895,2025-01-03T15:17:07.329Z,66624,31233,ALL
573897,2025-01-03T15:13:12.973Z,17846,488,ALL
573900,2025-01-03T15:39:47.980Z,17846,119754,ALL
573902,2025-01-03T15:14:41.712Z,17846,119736,ALL
573904,2025-01-03T15:17:22.128Z,22519,119739,ALL
573905,2025-01-03T15:56:26.711Z,17846,1640,ALL
573907,2025-01-03T15:21:09.484Z,17846,106528,ALL
573913,2025-01-08T06:59:17.031Z,22520,120750,ALL
573914,2025-01-03T15:24:47.177Z,19879,119729,ALL
573916,2025-01-03T15:23:05.633Z,17846,115630,ALL
573918,2025-01-03T15:20:01.748Z,17846,119742,ALL
573920,2025-01-03T15:24:40.399Z,17846,119744,ALL
573922,2025-01-03T15:29:50.374Z,17846,98448,ALL
573923,2025-01-03T15:43:42.218Z,25162,119758,ALL
573924,2025-01-03T15:22:20.379Z,19879,110982,ALL
573925,2025-01-03T15:30:21.694Z,17846,20770,ALL
573926,2025-01-03T15:21:06.243Z,19879,76570,ALL
573929,2025-01-03T15:24:18.446Z,17846,119743,ALL
573933,2025-01-07T07:00:34.237Z,22520,20314,ALL
573936,2025-01-03T15:27:31.715Z,17846,28291,ALL
573940,2025-01-03T15:50:09.229Z,17846,119763,ALL
573941,2025-01-03T15:31:34.931Z,17846,119747,ALL
573942,2025-01-03T15:27:29.960Z,17846,68972,ALL
573944,2025-01-03T15:27:18.424Z,17846,119745,ALL
573945,2025-01-03T15:28:23.836Z,22520,119746,ALL
573947,2025-01-03T15:37:55.773Z,19879,119751,ALL
573950,2025-01-08T23:10:34.102Z,16423,119818,ALL
573951,2025-01-03T15:33:00.438Z,-34997,119750,ALL
573954,2025-01-03T15:35:09.431Z,17846,119749,ALL
573957,2025-01-03T15:42:51.440Z,17846,110963,ALL
573961,2025-01-03T15:38:57.830Z,17846,119752,ALL
573962,2025-01-03T15:35:18.752Z,63090,78263,ALL
573964,2025-01-03T15:40:36.350Z,17846,119756,ALL
573971,2025-01-03T15:35:24.831Z,17846,111089,ALL
573977,2025-01-03T15:57:27.787Z,17846,119755,ALL
573979,2025-01-03T15:36:37.886Z,19879,119753,ALL
573981,2025-01-03T15:35:22.792Z,17846,119748,ALL
573983,2025-01-03T15:35:52.831Z,17846,44130,ALL
573984,2025-01-03T15:37:29.488Z,17846,13593,ALL
573987,,17846,55629,ALL
573988,2025-01-03T15:41:25.407Z,17846,119757,ALL
573991,2025-01-03T15:39:51.550Z,17846,65543,ALL
573992,2025-01-03T15:43:41.045Z,19879,91191,ALL
573997,2025-01-03T15:55:07.220Z,17846,110897,ALL
573999,2025-01-03T15:49:08.623Z,17846,107968,ALL
574000,2025-01-03T15:50:40.503Z,17846,119761,ALL
574002,2025-01-03T15:48:37.652Z,19879,119760,ALL
574008,2025-01-03T15:49:49.085Z,17846,117521,ALL
574011,2025-01-03T15:44:11.688Z,17846,26162,ALL
574014,2025-01-13T15:54:58.225Z,8293,10233,ALL
574018,2025-01-03T15:50:29.058Z,30040,119759,ALL
574020,2025-01-03T15:47:07.408Z,17846,18733,ALL
574022,2025-01-03T15:47:45.513Z,17846,119762,ALL
574023,2025-01-04T16:53:47.480Z,17846,112447,ALL
574030,2025-01-03T15:53:27.810Z,17846,119764,ALL
574031,2025-01-03T15:52:15.927Z,18456,29157,ALL
574034,2025-01-03T16:05:43.678Z,17846,78489,ALL
574036,2025-01-03T16:02:41.211Z,17846,119767,ALL
574037,2025-01-03T15:53:29.335Z,17846,119765,ALL
574041,2025-01-03T15:57:29.571Z,17846,111176,ALL
574042,2025-01-03T15:55:37.889Z,17846,99188,ALL
574044,2025-01-03T15:55:21.796Z,17846,52307,ALL
574046,2025-01-03T16:04:36.792Z,17846,119773,ALL
574048,2025-01-03T15:56:41.035Z,17846,38286,ALL
574049,2025-01-03T16:00:59.787Z,17846,119768,ALL
574054,2025-01-03T16:03:10.846Z,17846,119770,ALL
574057,2025-01-03T15:58:41.289Z,17846,119771,ALL
574062,2025-01-05T11:08:42.785Z,42438,70807,ALL
574063,2025-01-03T15:58:56.207Z,-34997,578,ALL
574065,2025-01-03T16:02:01.339Z,17846,119769,ALL
574069,2025-01-03T16:01:14.746Z,17846,17864,ALL
574073,2025-01-03T16:09:50.705Z,18779,119780,ALL
574074,2025-01-03T16:05:01.213Z,17846,119777,ALL
574079,2025-01-03T16:04:42.424Z,17846,119774,ALL
574080,2025-01-03T16:02:32.487Z,19879,111077,ALL
574083,2025-01-03T16:02:57.421Z,17846,578,ALL
574084,2025-01-03T16:06:18.226Z,17846,119778,ALL
574087,2025-01-03T16:08:05.039Z,17846,25800,ALL
574088,2025-01-03T16:55:16.624Z,17846,119820,ALL
574091,2025-01-03T16:15:52.775Z,17846,26484,ALL
574092,2025-01-03T16:05:13.281Z,-34997,578,ALL
574093,2025-01-03T16:07:46.812Z,17846,119779,ALL
574094,2025-01-03T16:39:40.682Z,25975,119792,ALL
574099,2025-01-03T16:13:18.346Z,17846,119784,ALL
574101,2025-01-03T16:12:08.321Z,17846,78801,ALL
574102,2025-01-03T16:08:59.556Z,19879,51637,ALL
574107,2025-01-03T16:11:06.114Z,17846,73656,ALL
574108,2025-01-03T16:10:05.583Z,22520,119775,ALL
574112,2025-01-03T16:12:08.923Z,17846,119782,ALL
574114,2025-01-04T07:46:16.509Z,34105,14246,ALL
574116,2025-01-03T16:12:30.468Z,17846,2040,ALL
574117,2025-01-03T16:16:26.801Z,7886,69682,ALL
574120,2025-01-03T16:10:34.285Z,17846,578,ALL
574121,2025-01-03T16:18:44.696Z,17846,119781,ALL
574123,2025-01-03T16:52:32.449Z,17846,46547,ALL
574125,2025-01-03T16:16:44.315Z,17846,91400,ALL
574126,2025-01-03T16:26:48.535Z,17846,110761,ALL
574129,2025-01-03T16:23:30.191Z,42235,94698,ALL
574134,2025-01-03T16:24:01.555Z,17846,114047,ALL
574135,2025-01-03T16:20:59.627Z,25569,54832,ALL
574137,2025-01-03T16:19:03.381Z,11951,119786,ALL
574138,2025-01-03T16:18:01.205Z,17846,119785,ALL
574139,2025-01-03T16:18:09.145Z,17846,68099,ALL
574140,2025-01-05T23:42:31.407Z,27601,120472,ALL
574141,2025-01-03T16:33:02.196Z,17846,112186,ALL
574142,2025-01-03T16:19:59.197Z,17846,119787,ALL
574144,2025-01-03T16:24:38.511Z,17846,119791,ALL
574145,2025-01-03T16:35:55.091Z,19879,15769,ALL
574146,2025-01-03T16:20:12.993Z,17846,119788,ALL
574147,2025-01-06T16:15:28.898Z,17846,70245,ALL
574148,2025-01-03T16:26:14.149Z,17846,119794,ALL
574149,2025-01-03T16:44:26.533Z,17846,119805,ALL
574150,2025-01-03T16:23:11.182Z,26584,119789,ALL
574151,2025-01-03T16:24:45.141Z,17846,119793,ALL
574153,2025-01-05T18:10:11.819Z,17846,24166,ALL
574154,2025-01-03T16:27:49.616Z,21348,118485,ALL
574156,2025-01-03T16:25:55.762Z,17846,9494,ALL
574158,2025-01-03T16:31:41.149Z,17846,20744,ALL
574159,2025-01-03T16:24:48.788Z,17846,43540,ALL
574161,2025-01-03T18:12:15.710Z,17846,119864,ALL
574162,2025-01-03T16:23:02.327Z,17846,113875,ALL
574165,2025-01-03T16:26:59.030Z,17846,119797,ALL
574166,2025-01-03T16:26:00.970Z,-34997,74870,ALL
574168,2025-01-03T16:32:06.630Z,17846,119801,ALL
574170,2025-01-03T16:28:30.713Z,17846,119798,ALL
574171,2025-01-03T16:28:11.538Z,17846,119799,ALL
574172,2025-01-03T16:29:02.750Z,19879,87833,ALL
574173,2025-01-03T16:31:05.987Z,17846,22981,ALL
574176,2025-01-03T16:29:27.351Z,17846,119800,ALL
574178,2025-01-03T16:30:05.937Z,17846,119796,ALL
574179,2025-01-03T16:38:39.839Z,17846,119806,ALL
574180,2025-01-03T16:30:08.783Z,17846,63864,ALL
574183,2025-01-03T16:35:19.209Z,17846,99002,ALL
574184,2025-01-03T16:34:58.823Z,17846,119804,ALL
574185,2025-01-03T16:31:27.725Z,17846,38237,ALL
574187,2025-01-03T16:38:04.944Z,17846,109225,ALL
574188,2025-01-03T16:33:00.989Z,17846,85316,ALL
574192,2025-01-03T16:38:49.166Z,17846,63878,ALL
574193,2025-01-03T16:38:58.886Z,17846,119808,ALL
574194,2025-01-04T13:31:48.791Z,17846,120159,ALL
574195,2025-01-03T16:35:28.303Z,17846,74870,ALL
574197,2025-01-03T17:12:47.570Z,17846,3288,ALL
574198,2025-01-03T16:39:30.640Z,17846,96472,ALL
574200,2025-01-03T16:45:23.138Z,25161,114961,ALL
574202,2025-01-03T17:10:34.409Z,50976,47168,ALL
574204,2025-01-07T11:17:26.054Z,17846,119809,ALL
574207,2025-01-03T17:40:19.579Z,17846,94104,ALL
574209,2025-01-03T16:38:16.786Z,17846,74870,ALL
574210,2025-01-03T18:05:28.126Z,17846,93839,ALL
574215,2025-01-03T16:45:47.582Z,17846,60875,ALL
574221,2025-01-03T16:44:38.644Z,6667,119811,ALL
574225,2025-01-03T16:46:56.919Z,17846,119812,ALL
574226,2025-01-03T16:46:52.388Z,11951,119813,ALL
574228,2025-01-03T16:47:47.326Z,17846,119815,ALL
574233,2025-01-03T17:11:39.355Z,17846,119810,ALL
574234,2025-01-03T16:47:22.777Z,17846,119814,ALL
574236,2025-01-03T16:48:31.063Z,17846,108188,ALL
574239,2025-01-03T16:52:49.661Z,17846,119817,ALL
574243,2025-01-03T16:53:40.423Z,17846,110980,ALL
574246,2025-01-03T16:48:20.957Z,17846,14801,ALL
574247,2025-01-03T17:16:01.650Z,17846,119836,ALL
574248,2025-01-03T16:51:43.332Z,17846,110971,ALL
574250,2025-01-03T17:04:19.723Z,17846,119826,ALL
574251,2025-01-03T17:50:46.829Z,17846,43139,ALL
574252,2025-01-03T16:51:28.004Z,17846,43606,ALL
574253,2025-01-04T19:53:55.087Z,17846,61828,ALL
574254,2025-01-03T17:06:17.418Z,17846,119827,ALL
574255,2025-01-03T17:09:10.260Z,17846,102836,ALL
574256,2025-01-03T17:06:15.098Z,30040,119824,ALL
574261,2025-01-03T16:52:22.898Z,17846,119816,ALL
574264,2025-01-03T16:57:17.532Z,17846,119822,ALL
574269,2025-01-03T17:03:29.375Z,17846,119825,ALL
574270,2025-01-03T17:02:55.749Z,17846,119823,ALL
574274,2025-01-03T16:58:42.051Z,19879,119821,ALL
574277,2025-01-03T17:00:07.575Z,17846,19190,ALL
574279,2025-01-03T17:00:39.040Z,17846,81652,ALL
574280,2025-01-03T17:02:27.043Z,17846,51108,ALL
574281,2025-01-03T17:05:53.010Z,17846,119829,ALL
574283,2025-01-03T17:14:28.815Z,17846,119828,ALL
574284,2025-01-03T17:03:26.977Z,17846,97654,ALL
574290,2025-01-03T17:16:49.258Z,17846,99123,ALL
574291,2025-01-03T17:08:46.356Z,17846,119830,ALL
574292,2025-01-03T17:09:09.521Z,19879,119831,ALL
574303,2025-01-05T19:53:16.341Z,19879,16590,ALL
574307,2025-01-03T17:12:08.349Z,17846,119832,ALL
574308,2025-01-03T17:12:09.118Z,17846,59236,ALL
574309,2025-01-03T17:09:34.775Z,17846,119833,ALL
574311,2025-01-03T17:11:57.576Z,17846,36592,ALL
574317,2025-01-03T20:19:40.496Z,11951,119943,ALL
574318,2025-01-03T17:14:30.760Z,17846,119837,ALL
574319,2025-01-03T17:15:41.116Z,17846,119839,ALL
574320,2025-01-03T17:30:46.833Z,17846,119844,ALL
574321,2025-01-06T22:14:51.393Z,17846,119834,ALL
574322,2025-01-03T17:15:52.108Z,17846,90896,ALL
574325,2025-01-03T17:18:18.304Z,17846,63861,ALL
574330,2025-01-03T17:20:47.256Z,17846,119841,ALL
574331,2025-01-03T17:16:15.190Z,17846,63642,ALL
574333,2025-01-03T17:23:07.016Z,17846,111994,ALL
574334,2025-01-03T17:26:17.743Z,34105,119842,ALL
574336,2025-01-03T17:21:15.229Z,34105,83339,ALL
574338,2025-01-04T21:44:01.961Z,17846,30542,ALL
574339,2025-01-03T17:28:12.694Z,11951,119846,ALL
574342,2025-01-03T17:22:58.934Z,17846,119843,ALL
574350,2025-01-03T17:26:33.773Z,17846,106977,ALL
574353,2025-01-04T08:19:14.497Z,17846,99641,ALL
574354,2025-01-03T17:27:59.319Z,17846,65242,ALL
574361,2025-01-03T17:30:19.306Z,17846,119848,ALL
574362,2025-01-03T17:35:13.843Z,17846,75016,ALL
574364,2025-01-03T17:30:00.458Z,19879,63787,ALL
574365,2025-01-03T17:29:48.916Z,17846,119840,ALL
574366,2025-01-03T17:30:34.551Z,17846,119849,ALL
574371,2025-01-03T17:34:57.812Z,11951,119847,ALL
574374,2025-01-03T17:32:02.255Z,17846,119850,ALL
574375,2025-01-03T17:41:51.234Z,17846,119853,ALL
574376,2025-01-03T17:40:24.391Z,17846,4228,ALL
574378,2025-01-03T17:45:14.863Z,42235,98547,ALL
574380,2025-01-03T17:33:57.844Z,17846,119851,ALL
574383,2025-01-03T17:40:52.536Z,17846,36691,ALL
574386,2025-01-03T17:37:11.532Z,17846,30633,ALL
574387,2025-01-03T17:40:59.191Z,17846,108043,ALL
574388,2025-01-03T17:42:47.556Z,25975,98184,ALL
574390,2025-01-03T17:41:57.328Z,25975,53488,ALL
574399,2025-01-03T17:46:08.354Z,17846,116760,ALL
574400,2025-01-03T20:14:12.897Z,17846,119938,ALL
574406,2025-01-03T17:47:24.898Z,17846,119855,ALL
574407,2025-01-03T17:48:33.364Z,17846,119856,ALL
574408,2025-01-03T23:10:40.181Z,17846,86008,ALL
574409,2025-01-03T17:50:12.707Z,17846,119852,ALL
574410,2025-01-03T17:50:34.441Z,26584,118818,ALL
574412,2025-01-03T17:55:30.472Z,17846,119858,ALL
574413,2025-01-03T17:52:18.758Z,17846,119857,ALL
574415,2025-01-03T18:02:58.744Z,17846,116870,ALL
574416,2025-01-03T17:51:52.950Z,19879,119859,ALL
574419,2025-01-03T17:56:18.084Z,17846,107306,ALL
574421,2025-01-03T17:58:37.099Z,17846,119861,ALL
574424,2025-01-05T11:31:29.403Z,17846,91796,ALL
574427,2025-01-03T17:58:57.139Z,17846,70872,ALL
574429,2025-01-03T17:58:02.639Z,17846,119860,ALL
574431,2025-01-03T17:59:52.643Z,17846,115755,ALL
574435,2025-01-03T18:02:22.600Z,17846,67444,ALL
574438,2025-01-03T18:02:05.641Z,17846,119862,ALL
574442,2025-01-03T18:31:45.360Z,17846,119874,ALL
574445,2025-01-03T18:03:50.369Z,17846,35524,ALL
574449,2025-01-03T18:04:46.316Z,17846,107966,ALL
574452,2025-01-03T18:06:07.498Z,17846,32361,ALL
574454,2025-01-03T19:58:26.519Z,17846,101690,ALL
574460,2025-01-03T18:21:11.663Z,17846,119870,ALL
574464,2025-01-03T18:16:13.864Z,50364,78367,ALL
574467,2025-01-03T18:18:51.259Z,17846,111332,ALL
574472,2025-01-03T18:17:29.008Z,17846,119867,ALL
574474,2025-01-03T18:18:27.438Z,17846,21422,ALL
574477,2025-01-03T18:22:54.098Z,17846,119871,ALL
574478,2025-01-03T18:33:24.486Z,17846,112446,ALL
574479,2025-01-03T18:17:58.799Z,17846,63891,ALL
574480,2025-01-03T18:18:52.195Z,16016,89953,ALL
574481,2025-01-03T18:19:46.062Z,17846,119869,ALL
574483,2025-01-03T18:20:56.255Z,17846,119872,ALL
574486,2025-01-03T18:37:42.987Z,-34997,119880,ALL
574488,2025-01-03T18:25:57.852Z,17846,119873,ALL
574489,2025-01-03T18:22:26.394Z,17846,64604,ALL
574490,2025-01-03T18:22:11.283Z,9512,88992,ALL
574493,2025-01-03T18:49:12.646Z,17846,106967,ALL
574494,2025-01-03T18:31:56.919Z,17846,119876,ALL
574497,2025-01-03T18:27:43.764Z,17846,97186,ALL
574498,2025-01-03T18:26:36.309Z,17846,119875,ALL
574505,2025-01-03T18:31:30.094Z,17846,537,ALL
574506,2025-01-03T20:10:51.495Z,17846,119936,ALL
574508,2025-01-05T23:44:03.088Z,17846,75745,ALL
574509,2025-01-03T19:29:25.307Z,17846,111068,ALL
574510,2025-01-03T18:39:29.301Z,17846,115524,ALL
574511,2025-01-03T18:43:54.049Z,17846,119883,ALL
574515,2025-01-03T18:34:13.889Z,17846,119877,ALL
574516,2025-01-03T18:37:26.819Z,17846,71586,ALL
574517,2025-01-03T18:33:51.705Z,17846,119878,ALL
574519,2025-01-03T18:36:37.820Z,17846,119879,ALL
574522,2025-01-03T18:37:55.717Z,17846,4525,ALL
574523,2025-01-04T18:34:20.283Z,17846,118509,ALL
574524,2025-01-06T21:00:14.417Z,17846,119882,ALL
574525,2025-01-03T18:38:59.120Z,17846,119881,ALL
574532,2025-01-03T18:46:19.433Z,17846,119884,ALL
574536,2025-01-06T22:41:03.314Z,17846,76763,ALL
574537,2025-01-03T19:14:37.971Z,17846,69780,ALL
574544,2025-01-03T18:50:40.171Z,17846,119886,ALL
574546,2025-01-03T18:59:59.520Z,18456,108843,ALL
574548,2025-01-03T18:50:03.679Z,17846,98951,ALL
574549,2025-01-03T18:44:48.411Z,17846,108012,ALL
574559,2025-01-03T18:50:21.489Z,17846,119880,ALL
574562,2025-01-03T18:52:23.095Z,17846,119888,ALL
574565,2025-01-03T19:00:06.334Z,17846,119889,ALL
574567,2025-01-03T18:55:14.576Z,34105,109878,ALL
574571,2025-01-03T20:23:51.890Z,17846,43423,ALL
574572,2025-01-03T18:55:29.757Z,17846,52800,ALL
574574,2025-01-03T18:58:37.738Z,17846,26024,ALL
574576,2025-01-03T22:53:51.067Z,18496,120008,ALL
574579,2025-01-03T18:59:32.089Z,27601,119890,ALL
574584,2025-01-03T19:00:40.832Z,17846,46179,ALL
574587,2025-01-03T19:01:42.090Z,17846,119892,ALL
574591,2025-01-03T19:19:13.771Z,17846,8619,ALL
574596,2025-01-03T19:17:55.399Z,17846,22083,ALL
574597,2025-01-03T19:15:13.710Z,17846,119893,ALL
574598,2025-01-03T19:07:12.921Z,24960,119894,ALL
574604,2025-01-03T19:18:22.243Z,17846,119899,ALL
574606,2025-01-03T19:14:41.427Z,17846,119895,ALL
574607,2025-01-03T19:20:31.742Z,-34997,119901,ALL
574608,2025-01-03T19:20:49.764Z,17846,119903,ALL
574610,2025-01-03T19:08:48.496Z,19879,76318,ALL
574613,2025-01-03T19:10:42.872Z,17846,110877,ALL
574614,2025-01-05T00:17:05.349Z,17846,118780,ALL
574615,2025-01-07T22:34:58.994Z,27602,113439,ALL
574619,2025-01-03T19:15:42.456Z,17846,119896,ALL
574620,2025-01-03T19:14:30.344Z,17846,90684,ALL
574621,2025-01-03T19:27:19.784Z,17846,119905,ALL
574622,2025-01-03T19:20:25.962Z,17846,119902,ALL
574623,2025-01-03T20:00:08.091Z,17846,119928,ALL
574625,2025-01-03T19:15:08.102Z,17846,91887,ALL
574626,2025-01-03T19:18:33.902Z,17846,119900,ALL
574628,2025-01-03T19:15:34.905Z,17846,119897,ALL
574629,2025-01-03T19:34:33.002Z,17846,119910,ALL
574631,2025-01-03T19:16:58.322Z,17846,119898,ALL
574632,2025-01-03T19:19:00.994Z,19879,20137,ALL
574633,2025-01-03T19:21:00.535Z,-34997,1638,ALL
574638,2025-01-03T19:21:10.269Z,17846,14806,ALL
574640,2025-01-05T11:11:15.673Z,17846,107250,ALL
574643,2025-01-03T19:23:20.768Z,17846,77198,ALL
574646,2025-01-05T08:24:00.140Z,17846,120290,ALL
574649,2025-01-03T19:26:34.324Z,17846,119908,ALL
574650,2025-01-03T19:23:56.956Z,17846,108036,ALL
574652,2025-01-03T19:27:22.911Z,17846,119906,ALL
574656,2025-01-03T19:35:46.243Z,17846,119907,ALL
574658,2025-01-03T19:51:27.131Z,37356,1638,ALL
574659,2025-01-03T19:25:20.276Z,30651,14930,ALL
574660,2025-01-03T19:37:05.924Z,17846,119916,ALL
574661,2025-01-03T19:27:41.785Z,17846,119909,ALL
574666,2025-01-03T19:29:18.701Z,17846,108015,ALL
574667,2025-01-03T19:36:25.637Z,17846,119914,ALL
574669,2025-01-03T19:37:09.574Z,33291,55259,ALL
574671,2025-01-03T19:34:52.425Z,17846,119912,ALL
574674,2025-01-05T10:05:52.575Z,17846,119915,ALL
574675,2025-01-04T11:52:41.195Z,17846,91500,ALL
574678,2025-01-03T20:19:37.455Z,17846,36587,ALL
574680,2025-01-03T19:49:49.737Z,17846,119918,ALL
574682,2025-01-03T19:43:42.748Z,17846,96759,ALL
574683,2025-01-03T19:44:13.954Z,17846,119919,ALL
574687,2025-01-03T19:45:53.357Z,8903,39203,ALL
574689,2025-01-03T19:40:32.014Z,18456,119917,ALL
574691,2025-01-03T19:40:26.309Z,9512,106282,ALL
574694,2025-01-03T19:43:32.094Z,17846,111750,ALL
574696,2025-01-04T09:50:34.835Z,17846,45188,ALL
574700,2025-01-03T19:41:53.606Z,17846,98309,ALL
574702,2025-01-03T19:44:27.233Z,17846,119921,ALL
574703,2025-01-03T20:21:46.281Z,17846,119944,ALL
574704,2025-01-03T19:45:39.761Z,17846,119922,ALL
574705,2025-01-03T19:54:45.186Z,17846,65636,ALL
574710,2025-01-03T19:48:07.206Z,17846,20762,ALL
574712,2025-01-03T19:47:27.437Z,17846,107303,ALL
574717,2025-01-03T19:49:49.980Z,17846,64110,ALL
574718,2025-01-03T19:50:52.089Z,17846,119924,ALL
574720,2025-01-04T09:20:33.213Z,17846,70822,ALL
574721,2025-01-03T19:49:23.893Z,17846,108487,ALL
574725,2025-01-03T20:05:36.929Z,17846,119926,ALL
574727,2025-01-04T21:07:58.769Z,17846,120243,ALL
574729,2025-01-03T20:00:05.900Z,17846,13418,ALL
574731,2025-01-03T19:57:46.404Z,11951,93827,ALL
574733,2025-01-06T16:11:28.402Z,17846,101011,ALL
574734,2025-01-03T19:55:41.216Z,17846,111222,ALL
574735,2025-01-03T19:57:12.178Z,17846,109875,ALL
574736,2025-01-05T09:45:41.604Z,17846,18800,ALL
574738,2025-01-03T19:58:36.057Z,17846,98010,ALL
574741,2025-01-03T19:56:07.223Z,17846,119925,ALL
574743,2025-01-05T10:40:43.867Z,17846,111264,ALL
574747,2025-01-03T19:59:57.826Z,11951,36667,ALL
574749,2025-01-03T20:15:04.553Z,17846,20797,ALL
574751,2025-01-06T21:15:01.860Z,17846,120616,ALL
574753,2025-01-03T20:00:15.687Z,19879,119929,ALL
574754,2025-01-03T20:01:33.068Z,17846,119927,ALL
574755,2025-01-03T20:03:33.027Z,28617,114048,ALL
574756,2025-01-03T20:02:09.620Z,17846,7907,ALL
574759,2025-01-03T20:08:04.871Z,17846,99737,ALL
574760,2025-01-03T20:04:11.770Z,17846,29566,ALL
574766,2025-01-03T20:05:27.288Z,17846,110232,ALL
574767,2025-01-03T20:04:31.257Z,17846,119931,ALL
574768,2025-01-03T20:03:53.903Z,30651,77523,ALL
574770,2025-01-03T20:07:42.845Z,17846,119930,ALL
574771,2025-01-03T20:06:50.816Z,22520,74882,ALL
574772,2025-01-03T20:20:27.764Z,17846,12403,ALL
574773,2025-01-03T20:07:17.750Z,17846,119934,ALL
574774,2025-01-05T21:51:13.059Z,19879,19434,ALL
574775,2025-01-03T20:11:38.990Z,11951,119935,ALL
574779,2025-01-03T20:11:05.000Z,25975,119937,ALL
574780,2025-01-03T20:13:07.123Z,17846,2831,ALL
574781,2025-01-03T20:13:02.909Z,17846,119932,ALL
574784,2025-01-03T20:14:07.630Z,17846,119939,ALL
