InvoiceNo,InvoiceDate,Total,CustomerId,Products
577280,2025-01-05T20:15:00.016Z,17846,106724,ALL
577281,2025-01-05T20:11:35.080Z,17846,50512,ALL
577282,2025-01-06T07:36:27.848Z,17846,118490,ALL
577286,2025-01-05T20:40:31.693Z,18456,106276,ALL
577287,2025-01-05T20:28:44.022Z,17846,37922,ALL
577288,2025-01-05T20:28:07.313Z,17846,22823,ALL
577289,2025-01-05T20:35:49.668Z,17846,120432,ALL
577291,2025-01-05T20:29:41.641Z,17846,120433,ALL
577292,2025-01-05T20:25:22.969Z,17846,54374,ALL
577293,2025-01-05T20:42:11.394Z,46504,120435,ALL
577294,2025-01-06T17:41:22.613Z,16829,120555,ALL
577299,2025-01-05T20:33:05.745Z,17846,20467,ALL
577302,2025-01-05T20:42:22.523Z,19471,114818,ALL
577303,2025-01-05T20:34:08.854Z,22519,46232,ALL
577304,2025-01-05T22:54:14.325Z,17846,97188,ALL
577305,2025-01-05T21:01:12.982Z,17846,14443,ALL
577306,2025-01-05T20:33:42.432Z,17846,45410,ALL
577308,2025-01-05T20:49:43.872Z,17846,78290,ALL
577309,2025-01-05T20:47:55.083Z,17846,120437,ALL
577316,2025-01-05T20:41:22.841Z,-34997,78112,ALL
577320,2025-01-05T20:44:48.226Z,17846,78112,ALL
577322,2025-01-05T20:47:09.221Z,17846,120436,ALL
577323,,0,121472,ALL
577324,2025-01-05T20:58:44.656Z,17846,103877,ALL
577325,2025-01-05T21:00:57.747Z,17846,120438,ALL
577327,2025-01-05T20:51:28.215Z,18456,78290,ALL
577328,2025-01-05T21:10:29.549Z,17846,120440,ALL
577329,2025-01-06T12:05:02.629Z,17846,70357,ALL
577330,2025-01-05T20:56:51.852Z,17846,13752,ALL
577332,2025-01-05T20:58:26.236Z,27601,59838,ALL
577340,2025-01-05T21:08:58.618Z,17846,120439,ALL
577343,2025-01-05T21:20:02.862Z,7886,97632,ALL
577346,2025-01-05T21:12:06.124Z,17846,66547,ALL
577347,2025-01-05T21:29:42.329Z,17846,120443,ALL
577350,2025-01-05T21:16:19.864Z,25975,60120,ALL
577351,2025-01-05T21:10:33.955Z,17846,31381,ALL
577353,2025-01-05T21:16:23.221Z,25568,20812,ALL
577354,2025-01-06T19:00:17.958Z,19879,82515,ALL
577355,2025-01-05T21:16:59.856Z,9512,105636,ALL
577358,2025-01-05T21:15:34.781Z,17846,111032,ALL
577359,2025-01-05T21:20:06.127Z,17846,66547,ALL
577360,2025-01-05T21:34:22.408Z,42235,120445,ALL
577362,2025-01-05T21:24:44.565Z,17846,41873,ALL
577365,2025-01-05T21:26:04.960Z,17846,107479,ALL
577367,2025-01-05T21:24:42.113Z,17846,120442,ALL
577368,2025-01-06T20:20:51.758Z,17846,97632,ALL
577369,2025-01-05T21:27:46.555Z,17846,33163,ALL
577373,2025-01-05T21:29:10.600Z,17846,103558,ALL
577374,2025-01-05T21:40:32.781Z,17846,42172,ALL
577376,2025-01-05T21:34:11.590Z,17846,81387,ALL
577377,2025-01-05T21:38:35.278Z,17846,74888,ALL
577378,2025-01-05T21:36:10.177Z,17846,81387,ALL
577381,2025-01-06T22:24:13.867Z,17846,48885,ALL
577382,2025-01-05T21:41:39.184Z,17846,77040,ALL
577383,2025-01-05T21:42:56.086Z,19879,99097,ALL
577386,2025-01-05T21:44:58.817Z,17846,29636,ALL
577388,2025-01-05T21:49:10.367Z,17846,120447,ALL
577390,2025-01-05T21:51:26.394Z,7886,65300,ALL
577391,2025-01-05T21:50:49.756Z,17846,28152,ALL
577394,2025-01-05T21:53:31.470Z,17846,392,ALL
577399,2025-01-05T21:59:52.549Z,17846,84648,ALL
577400,2025-01-05T21:59:52.653Z,52598,120449,ALL
577402,2025-01-05T21:56:18.467Z,17846,120448,ALL
577403,2025-01-05T22:01:58.151Z,17846,45306,ALL
577405,2025-01-05T21:59:14.083Z,17846,120450,ALL
577407,2025-01-05T22:04:24.226Z,17846,106137,ALL
577408,2025-01-06T09:06:49.850Z,-8372,110218,ALL
577409,2025-01-06T06:20:11.097Z,25975,22910,ALL
577410,2025-01-05T22:04:00.797Z,19879,43869,ALL
577413,2025-01-05T22:36:29.635Z,17846,66119,ALL
577414,2025-01-06T07:28:35.770Z,18049,106137,ALL
577415,2025-01-05T22:09:22.774Z,17846,111087,ALL
577416,2025-01-06T09:42:33.202Z,17846,96552,ALL
577417,2025-01-06T12:51:02.674Z,17846,120454,ALL
577419,2025-01-05T22:39:30.683Z,17846,120458,ALL
577427,2025-01-05T22:26:34.602Z,17846,77116,ALL
577430,2025-01-09T13:03:42.762Z,17846,69187,ALL
577439,2025-01-05T22:38:27.997Z,34105,74580,ALL
577441,2025-01-05T22:32:50.491Z,17846,21496,ALL
577443,2025-01-06T08:54:14.917Z,17846,120488,ALL
577448,2025-01-05T22:37:17.917Z,25975,78515,ALL
577450,2025-01-06T11:41:37.063Z,17846,107144,ALL
577451,2025-01-05T22:42:39.033Z,17846,45333,ALL
577453,2025-01-05T22:46:14.993Z,17846,109702,ALL
577454,2025-01-05T22:45:45.993Z,17846,120460,ALL
577455,2025-01-05T22:40:48.467Z,8942,120459,ALL
577465,2025-01-05T22:54:23.142Z,17846,107982,ALL
577466,2025-01-05T22:54:03.579Z,17846,115750,ALL
577467,2025-01-05T23:05:56.499Z,17846,120463,ALL
577469,2025-01-05T22:58:33.454Z,17846,85346,ALL
577470,2025-01-05T22:57:50.976Z,17846,2791,ALL
577474,2025-01-05T23:11:24.486Z,17846,120464,ALL
577477,2025-01-05T23:38:46.385Z,51790,120471,ALL
577479,2025-01-05T23:21:45.002Z,17846,120465,ALL
577481,2025-01-05T23:20:01.690Z,17846,6139,ALL
577482,2025-01-06T00:24:31.017Z,60731,98810,ALL
577483,2025-01-05T23:27:23.954Z,12358,120467,ALL
577484,2025-01-06T16:19:52.048Z,17846,120468,ALL
577485,2025-01-06T09:10:34.572Z,7886,120466,ALL
577486,2025-01-05T23:31:55.649Z,25975,120469,ALL
577491,2025-01-06T17:04:38.572Z,66624,18292,ALL
577495,2025-01-05T23:54:52.058Z,17846,52179,ALL
577497,2025-01-05T23:54:24.887Z,17846,120474,ALL
577502,2025-01-06T00:13:40.797Z,24553,120475,ALL
577503,2025-01-06T10:38:44.038Z,17846,59477,ALL
577504,2025-01-06T00:20:38.144Z,17846,108631,ALL
577507,2025-01-06T00:49:24.026Z,17846,100650,ALL
577509,2025-01-06T19:38:39.838Z,25975,120591,ALL
577513,2025-01-06T02:10:26.960Z,17846,12350,ALL
577516,2025-01-06T03:36:03.415Z,17846,64642,ALL
577517,2025-01-06T03:59:17.876Z,17846,120476,ALL
577522,2025-01-06T06:10:09.955Z,63090,40621,ALL
577523,2025-01-06T06:24:51.187Z,17846,93224,ALL
577528,2025-01-06T07:00:51.056Z,7886,119106,ALL
577529,2025-01-06T07:03:32.445Z,17846,80639,ALL
577533,2025-01-06T07:20:32.607Z,17846,74331,ALL
577536,2025-01-06T07:42:24.525Z,17846,120479,ALL
577537,2025-01-06T07:36:03.132Z,20080,59764,ALL
577541,2025-01-06T07:51:19.736Z,28251,91889,ALL
577544,2025-01-06T07:44:29.169Z,17846,120480,ALL
577549,2025-01-06T13:41:09.144Z,17846,40803,ALL
577550,2025-01-07T18:37:38.122Z,22520,75254,ALL
577551,2025-01-06T17:43:56.076Z,25975,64026,ALL
577556,2025-01-06T08:20:15.504Z,17846,120483,ALL
577557,2025-01-06T08:05:20.397Z,17846,111580,ALL
577560,2025-01-06T09:13:25.200Z,17846,120481,ALL
577571,2025-01-06T08:31:49.657Z,17846,47614,ALL
577573,2025-01-06T08:33:53.844Z,17846,11969,ALL
577574,2025-01-06T08:44:24.703Z,17846,120485,ALL
577576,2025-01-06T08:34:08.585Z,17846,81522,ALL
577577,2025-01-06T08:40:15.360Z,17846,120487,ALL
577579,2025-01-06T19:19:32.017Z,17846,76217,ALL
577584,,17846,109371,ALL
577590,2025-01-06T09:00:24.308Z,17846,40816,ALL
577591,2025-01-06T09:00:28.651Z,12358,57814,ALL
577593,2025-01-06T09:01:54.901Z,17846,109371,ALL
577597,2025-01-06T20:38:02.808Z,17846,120607,ALL
577601,2025-01-06T09:19:51.033Z,17846,69134,ALL
577607,2025-01-06T09:43:03.964Z,17846,6817,ALL
577608,2025-01-06T09:29:22.384Z,17846,91843,ALL
577613,2025-01-06T09:36:19.926Z,25975,120491,ALL
577614,2025-01-06T09:37:58.908Z,11951,120492,ALL
577617,2025-01-06T09:47:32.278Z,17846,74324,ALL
577619,2025-01-06T14:32:55.788Z,24960,90596,ALL
577620,2025-01-06T09:48:28.029Z,11951,103531,ALL
577621,2025-01-06T10:02:44.861Z,17846,90774,ALL
577622,2025-01-06T09:51:28.925Z,17846,120493,ALL
577624,2025-01-06T09:49:34.253Z,17846,35200,ALL
577625,2025-01-06T09:51:09.228Z,17846,33372,ALL
577626,2025-01-06T10:38:59.796Z,19879,63425,ALL
577628,2025-01-06T09:55:48.992Z,17846,95322,ALL
577629,2025-01-06T09:53:54.607Z,22520,120494,ALL
577635,2025-01-06T10:01:19.085Z,9512,120495,ALL
577638,2025-01-06T10:18:26.567Z,17846,63934,ALL
577639,2025-01-06T10:03:25.030Z,17846,15136,ALL
577641,2025-01-06T10:07:29.598Z,20489,73362,ALL
577642,2025-01-06T10:05:20.735Z,13577,63928,ALL
577643,2025-01-06T10:07:37.754Z,17846,83392,ALL
577647,2025-01-06T10:08:51.497Z,17846,109175,ALL
577648,2025-01-07T18:56:08.085Z,11951,120498,ALL
577649,2025-01-06T10:18:56.697Z,17846,111929,ALL
577650,2025-01-08T14:50:00.445Z,24960,120785,ALL
577656,2025-01-06T14:01:15.917Z,17846,120497,ALL
577657,2025-01-06T10:27:09.233Z,20080,95382,ALL
577659,2025-01-06T21:06:37.755Z,17846,104991,ALL
577660,2025-01-06T10:18:29.179Z,17846,27994,ALL
577662,2025-01-06T10:37:21.938Z,6667,112773,ALL
577664,2025-01-06T21:00:08.857Z,17846,87739,ALL
577665,2025-01-06T10:29:56.732Z,17846,86576,ALL
577666,,22520,120741,ALL
577673,2025-01-06T10:39:24.840Z,17846,99469,ALL
577674,2025-01-06T10:46:56.974Z,17846,89547,ALL
577678,2025-01-06T14:02:09.444Z,17846,120523,ALL
577681,2025-01-06T11:07:11.626Z,17846,111587,ALL
577683,2025-01-06T10:51:28.277Z,17846,68183,ALL
577685,2025-01-06T10:43:21.637Z,17846,108989,ALL
577687,2025-01-06T10:45:55.800Z,17846,81380,ALL
577689,2025-01-06T14:33:37.882Z,17846,120530,ALL
577691,2025-01-06T10:56:40.783Z,24960,72529,ALL
577692,2025-01-06T22:35:38.926Z,20772,120640,ALL
577693,2025-01-06T10:55:41.802Z,17846,52067,ALL
577696,2025-01-06T10:52:37.042Z,17846,71585,ALL
577700,2025-01-06T10:59:28.012Z,25975,120499,ALL
577701,2025-01-06T11:01:51.892Z,17846,46504,ALL
577703,2025-01-06T11:02:18.347Z,17846,120500,ALL
577704,2025-01-06T11:00:14.223Z,17846,111085,ALL
577706,2025-01-06T11:01:15.541Z,17846,120501,ALL
577707,2025-01-06T11:15:03.115Z,-34997,85557,ALL
577709,2025-01-06T11:50:45.710Z,17846,50682,ALL
577714,2025-01-06T11:06:35.300Z,17846,25111,ALL
577715,2025-01-06T17:58:37.400Z,5854,120500,ALL
577716,2025-01-06T11:06:29.367Z,17846,101746,ALL
577719,2025-01-06T11:54:37.823Z,12358,120505,ALL
577720,2025-01-06T11:21:50.007Z,17846,3492,ALL
577722,2025-01-06T18:43:04.762Z,17846,120502,ALL
577723,2025-01-06T11:17:45.579Z,17846,88183,ALL
577724,2025-01-06T11:20:13.407Z,17846,85252,ALL
577728,2025-01-06T11:18:50.204Z,17846,25111,ALL
577730,2025-01-06T11:26:59.471Z,17846,67211,ALL
577733,2025-01-06T11:27:56.872Z,17846,44257,ALL
577734,2025-01-06T11:25:24.014Z,17846,34699,ALL
577735,2025-01-06T11:25:04.092Z,17846,50276,ALL
577736,2025-01-06T21:10:42.994Z,17846,114690,ALL
577738,2025-01-06T11:28:32.396Z,17846,85557,ALL
577743,2025-01-09T07:04:29.791Z,17846,104747,ALL
577744,,42845,89071,ALL
577745,2025-01-06T11:33:12.480Z,18456,26412,ALL
577750,2025-01-06T20:56:16.466Z,11951,120610,ALL
577751,2025-01-06T17:08:01.813Z,65200,77575,ALL
577752,2025-01-06T11:39:05.221Z,11951,115949,ALL
577753,2025-01-06T12:09:52.011Z,17846,97467,ALL
577757,2025-01-06T11:39:28.162Z,17846,74257,ALL
577758,2025-01-06T11:53:11.037Z,17846,118447,ALL
577759,2025-01-06T11:42:25.340Z,24960,106566,ALL
577760,2025-01-06T18:35:23.368Z,17846,94665,ALL
577763,2025-01-06T11:45:04.749Z,17846,120504,ALL
577768,2025-01-06T21:36:00.910Z,17846,120623,ALL
577771,2025-01-06T11:48:00.804Z,17846,107144,ALL
577772,2025-01-06T11:49:44.844Z,18456,72693,ALL
577775,2025-01-06T11:54:01.887Z,27601,117823,ALL
577779,2025-01-06T11:51:53.952Z,17846,6095,ALL
577780,2025-01-06T12:55:37.208Z,17846,120511,ALL
577781,2025-01-06T11:53:21.660Z,19879,79824,ALL
577783,2025-01-06T11:58:44.064Z,25975,28398,ALL
577784,2025-01-06T11:57:06.259Z,17846,14963,ALL
577785,2025-01-06T12:00:02.159Z,17846,40914,ALL
577786,2025-01-06T12:04:38.884Z,17846,43487,ALL
577792,2025-01-06T12:23:07.608Z,26992,76375,ALL
577794,2025-01-06T14:01:31.724Z,17846,85522,ALL
577796,2025-01-06T12:13:30.972Z,-8372,59091,ALL
577799,2025-01-06T13:46:17.940Z,17846,4441,ALL
577800,2025-01-06T15:24:20.013Z,17846,120535,ALL
577801,2025-01-06T12:18:13.826Z,7886,59091,ALL
577804,2025-01-06T20:13:04.458Z,17846,109362,ALL
577806,2025-01-06T12:27:26.820Z,11951,120507,ALL
577807,2025-01-06T12:27:27.384Z,17846,115520,ALL
577808,2025-01-06T12:27:08.136Z,17846,120508,ALL
577809,2025-01-06T12:29:19.312Z,17846,85226,ALL
577813,2025-01-06T12:33:21.948Z,17846,48010,ALL
577814,2025-01-06T12:45:29.238Z,17846,12281,ALL
577816,2025-01-08T17:52:37.584Z,42845,30559,ALL
577817,2025-01-06T12:38:24.346Z,17846,120509,ALL
577818,2025-01-06T12:40:36.453Z,17846,110246,ALL
577819,2025-01-06T12:42:17.571Z,17846,58100,ALL
577821,2025-01-06T14:10:50.296Z,17846,120526,ALL
577822,2025-01-06T12:42:12.965Z,17846,43716,ALL
577825,2025-01-06T12:45:06.465Z,17846,117027,ALL
577826,2025-01-06T12:58:11.417Z,17846,73805,ALL
577827,2025-01-06T12:47:38.160Z,17846,51964,ALL
577829,2025-01-06T12:55:11.345Z,63090,120512,ALL
577831,2025-01-06T12:50:25.182Z,17846,16899,ALL
577835,2025-01-06T13:14:38.511Z,30650,65821,ALL
577836,2025-01-06T12:54:23.512Z,17846,35784,ALL
577837,2025-01-06T12:52:15.489Z,17846,72272,ALL
577838,2025-01-06T12:53:56.972Z,7886,103482,ALL
577843,2025-01-06T13:19:25.709Z,17846,120516,ALL
577844,2025-01-06T13:05:48.256Z,17846,120513,ALL
577845,2025-01-06T13:08:41.247Z,17846,87814,ALL
577846,2025-01-06T13:19:02.766Z,17846,120517,ALL
577849,2025-01-06T13:03:29.669Z,17846,96418,ALL
577850,2025-01-06T13:05:27.350Z,17846,120514,ALL
577851,2025-01-06T13:08:05.774Z,17846,29654,ALL
577854,2025-01-06T13:14:13.215Z,17846,32716,ALL
577856,2025-01-06T13:26:34.954Z,17846,93812,ALL
577860,2025-01-06T13:46:55.463Z,17846,48554,ALL
577861,2025-01-06T13:32:55.564Z,25975,1288,ALL
577862,2025-01-06T13:36:32.464Z,22520,54812,ALL
577863,2025-01-06T13:38:48.788Z,17846,120518,ALL
577864,2025-01-06T14:14:23.230Z,8293,120527,ALL
577865,2025-01-06T13:39:16.395Z,17846,120519,ALL
577868,2025-01-06T13:42:15.078Z,33089,120520,ALL
577869,2025-01-06T18:16:32.412Z,17846,51156,ALL
577870,2025-01-06T13:47:34.789Z,18049,31374,ALL
577872,2025-01-06T13:54:50.441Z,-34997,90512,ALL
577873,2025-01-06T13:51:13.525Z,17846,78348,ALL
577874,2025-01-06T14:00:07.958Z,19879,31355,ALL
577875,2025-01-06T13:52:25.979Z,33089,120521,ALL
577876,2025-01-06T14:07:21.138Z,24958,114594,ALL
577879,2025-01-06T14:07:25.967Z,25366,120524,ALL
577880,2025-01-06T13:54:31.800Z,17846,118153,ALL
577881,2025-01-06T14:04:26.295Z,34715,101853,ALL
577882,2025-01-06T13:59:18.899Z,18456,120522,ALL
577883,2025-01-06T13:57:54.422Z,17846,85869,ALL
577885,2025-01-06T14:00:51.874Z,-9998,90512,ALL
577886,2025-01-06T15:45:32.707Z,9512,43753,ALL
577892,2025-01-06T14:10:26.632Z,17846,120525,ALL
577893,2025-01-06T14:23:40.516Z,17846,120529,ALL
577895,2025-01-06T22:31:53.712Z,17846,11612,ALL
577898,2025-01-06T14:19:30.731Z,24960,111302,ALL
577900,2025-01-06T14:22:41.362Z,17846,120528,ALL
577901,2025-01-06T14:34:25.142Z,17846,92911,ALL
577902,2025-01-06T14:28:20.320Z,17846,104652,ALL
577905,2025-01-06T14:34:52.355Z,17846,120532,ALL
577906,2025-01-06T14:34:42.762Z,17846,74747,ALL
577908,2025-01-06T14:32:22.193Z,27601,60976,ALL
577909,2025-01-06T14:35:16.604Z,17846,98063,ALL
577910,2025-01-06T14:40:04.402Z,17846,120531,ALL
577914,2025-01-06T14:35:17.752Z,17846,91036,ALL
577916,2025-01-06T14:40:38.335Z,56054,28934,ALL
577917,2025-01-06T15:28:06.989Z,20690,120536,ALL
577918,2025-01-06T14:43:00.830Z,17846,18704,ALL
577920,2025-01-06T14:47:31.387Z,17846,59612,ALL
577923,2025-01-06T14:47:01.245Z,10122,120533,ALL
577925,2025-01-06T14:52:43.872Z,25975,104074,ALL
577928,2025-01-06T15:00:28.359Z,18697,88375,ALL
577930,2025-01-06T14:58:24.935Z,17846,25001,ALL
577932,2025-01-06T15:17:59.064Z,17846,36431,ALL
577935,2025-01-06T15:13:04.863Z,17846,26441,ALL
577936,2025-01-06T15:06:50.872Z,20080,62207,ALL
577938,2025-01-06T15:04:40.041Z,7886,63490,ALL
577939,2025-01-06T15:04:32.515Z,17846,59612,ALL
577940,2025-01-06T15:03:36.501Z,17846,16980,ALL
577946,2025-01-06T15:17:24.803Z,17846,51230,ALL
577949,2025-01-06T15:14:53.198Z,17846,120171,ALL
577950,2025-01-06T15:19:51.304Z,17846,87414,ALL
577951,2025-01-06T18:11:31.258Z,17846,34719,ALL
577957,2025-01-06T21:18:35.849Z,17846,120619,ALL
577960,2025-01-06T15:28:43.202Z,11951,110218,ALL
577961,2025-01-06T15:30:07.147Z,17846,87534,ALL
577964,2025-01-06T15:38:58.116Z,17846,120537,ALL
577965,2025-01-06T15:45:35.946Z,17846,51040,ALL
577966,2025-01-06T16:05:21.630Z,18456,6819,ALL
577967,2025-01-06T15:35:56.309Z,17846,73566,ALL
577970,2025-01-06T15:39:19.470Z,17846,73566,ALL
577971,2025-01-06T15:44:43.877Z,17846,120538,ALL
577973,2025-01-06T15:46:08.189Z,19879,76251,ALL
577974,2025-01-06T16:03:23.134Z,17846,120540,ALL
577975,2025-01-06T19:25:51.929Z,27601,120587,ALL
577976,2025-01-06T21:14:29.358Z,17846,16031,ALL
577977,2025-01-06T15:47:24.986Z,17846,41129,ALL
577978,2025-01-06T17:23:03.717Z,17846,25563,ALL
577979,2025-01-06T15:49:32.232Z,17846,97797,ALL
577980,2025-01-06T15:50:13.849Z,30040,107059,ALL
577981,2025-01-06T15:51:27.503Z,17846,97247,ALL
577987,2025-01-06T15:56:37.730Z,17846,11817,ALL
577990,2025-01-06T16:00:18.673Z,17846,63627,ALL
577992,2025-01-06T16:02:29.354Z,17846,100415,ALL
577996,2025-01-06T16:22:20.673Z,17846,120545,ALL
577997,2025-01-06T16:07:37.386Z,17846,120540,ALL
577999,2025-01-06T16:11:14.677Z,17846,120543,ALL
578000,2025-01-06T16:11:16.733Z,7886,15289,ALL
578001,2025-01-06T16:33:26.680Z,17846,91430,ALL
578002,2025-01-06T16:11:39.178Z,17846,120542,ALL
578005,2025-01-06T16:30:30.441Z,17846,77234,ALL
578006,2025-01-06T16:21:24.539Z,25162,120546,ALL
578008,2025-01-06T16:23:12.147Z,30651,120547,ALL
578012,2025-01-06T16:28:53.812Z,17846,69138,ALL
578013,2025-01-06T16:29:54.233Z,17846,14269,ALL
578018,2025-01-06T16:33:39.935Z,19879,117023,ALL
578024,2025-01-06T16:40:11.490Z,11951,120549,ALL
578025,2025-01-06T16:35:25.181Z,17846,73566,ALL
578027,2025-01-06T16:41:49.947Z,17846,73566,ALL
578028,2025-01-06T16:43:21.910Z,17846,30925,ALL
578029,2025-01-06T16:43:13.039Z,17846,64513,ALL
578030,2025-01-06T16:43:30.741Z,17846,101182,ALL
578031,2025-01-06T16:42:49.571Z,18456,120548,ALL
578034,2025-01-06T16:44:27.784Z,17846,73566,ALL
578035,2025-01-06T16:49:16.196Z,17846,28140,ALL
578038,2025-01-06T16:47:55.033Z,17846,73566,ALL
578041,2025-01-06T16:50:37.491Z,17846,73566,ALL
578042,2025-01-06T17:08:22.866Z,17846,40950,ALL
578043,2025-01-06T16:56:28.003Z,17846,105395,ALL
578045,2025-01-06T16:57:41.464Z,24960,120552,ALL
578046,2025-01-06T16:52:19.671Z,17846,73566,ALL
578047,2025-01-06T16:58:09.987Z,17846,69308,ALL
578048,2025-01-06T16:58:10.415Z,17846,97328,ALL
578049,2025-01-06T17:02:03.580Z,17846,111326,ALL
578050,2025-01-06T17:24:02.382Z,82805,85040,ALL
578053,2025-01-06T17:03:03.385Z,17846,97328,ALL
578054,2025-01-06T17:07:15.274Z,17846,120553,ALL
578055,2025-01-06T17:18:05.069Z,17846,120554,ALL
578056,2025-01-06T17:14:45.926Z,18049,78137,ALL
578057,2025-01-06T17:09:29.970Z,17846,97328,ALL
578058,2025-01-06T17:17:35.693Z,17846,106211,ALL
578062,2025-01-06T17:35:47.360Z,32276,120564,ALL
578063,2025-01-06T17:14:29.549Z,11951,112934,ALL
578064,2025-01-06T17:19:25.638Z,17846,89620,ALL
578067,2025-01-06T17:14:41.800Z,17846,97328,ALL
578069,2025-01-06T17:25:29.853Z,17846,116918,ALL
578071,2025-01-06T17:18:39.015Z,17846,82109,ALL
578072,2025-01-06T17:35:29.495Z,25975,120557,ALL
578075,2025-01-06T17:25:27.455Z,24960,106211,ALL
578076,2025-01-06T17:20:09.953Z,17846,97328,ALL
578077,2025-01-06T17:24:28.256Z,24960,120558,ALL
578078,2025-01-06T17:21:59.907Z,17846,97328,ALL
578081,2025-01-06T17:23:44.521Z,17846,97328,ALL
578082,2025-01-06T17:27:26.380Z,17846,86498,ALL
578083,2025-01-06T17:32:14.232Z,17846,120561,ALL
578084,2025-01-06T17:25:30.073Z,17846,97328,ALL
578085,2025-01-06T19:08:21.438Z,22112,120559,ALL
578087,2025-01-06T17:30:11.868Z,12358,120560,ALL
578089,2025-01-06T17:36:05.815Z,17846,120563,ALL
578090,2025-01-06T17:37:00.324Z,5447,120565,ALL
578091,2025-01-06T17:36:18.906Z,17846,120566,ALL
578093,2025-01-06T17:38:49.294Z,9512,115930,ALL
578094,2025-01-06T17:42:18.029Z,42845,86486,ALL
578096,2025-01-06T17:40:49.254Z,17846,47704,ALL
578098,2025-01-06T19:31:45.800Z,17846,86486,ALL
578100,2025-01-06T21:37:00.084Z,17846,94130,ALL
578101,2025-01-06T18:07:59.873Z,17846,11093,ALL
578104,2025-01-06T17:53:53.702Z,-34997,9611,ALL
578106,2025-01-06T17:58:36.652Z,17846,120568,ALL
578108,2025-01-06T18:06:56.967Z,30651,107712,ALL
578111,2025-01-06T18:48:19.734Z,20080,120574,ALL
578112,2025-01-06T19:29:40.338Z,17846,117151,ALL
578113,2025-01-06T18:06:19.940Z,17846,36124,ALL
578115,2025-01-06T19:52:49.031Z,17846,73740,ALL
578119,2025-01-06T20:34:44.165Z,17846,91216,ALL
578120,2025-01-06T18:07:25.378Z,17846,1174,ALL
578131,2025-01-06T18:10:57.015Z,17846,111020,ALL
578132,2025-01-06T18:07:43.134Z,17846,119287,ALL
578136,2025-01-06T18:46:15.830Z,17846,120579,ALL
578138,2025-01-06T18:15:07.943Z,17846,70594,ALL
578139,2025-01-06T18:20:50.442Z,21300,120571,ALL
578143,2025-01-06T18:17:11.004Z,5854,120570,ALL
578146,2025-01-06T18:18:34.682Z,17846,78720,ALL
578147,2025-01-06T18:23:01.629Z,40406,120573,ALL
578148,2025-01-06T22:35:27.710Z,17846,120572,ALL
578149,2025-01-06T18:22:09.005Z,32684,4992,ALL
578150,2025-01-10T18:00:20.897Z,-9998,112564,ALL
578152,2025-01-06T18:24:15.551Z,17846,66289,ALL
578153,2025-01-06T18:28:07.336Z,22520,120576,ALL
578156,2025-01-06T19:03:50.356Z,18456,34010,ALL
578158,2025-01-06T18:44:03.361Z,17846,120577,ALL
578161,2025-01-06T18:41:43.272Z,8293,120578,ALL
578162,2025-01-06T18:46:35.332Z,17846,97,ALL
578163,2025-01-06T18:40:57.434Z,17846,93106,ALL
578164,2025-01-07T07:58:24.410Z,18456,120651,ALL
578165,2025-01-06T18:47:50.187Z,17846,75747,ALL
578166,2025-01-06T19:00:16.791Z,17846,120582,ALL
578168,2025-01-06T19:11:54.850Z,17846,50290,ALL
578169,2025-01-06T18:50:15.286Z,17846,120580,ALL
578170,2025-01-06T18:48:18.281Z,18456,52134,ALL
578171,2025-01-06T18:57:50.033Z,17846,113750,ALL
578172,2025-01-06T19:27:00.568Z,17846,89241,ALL
578173,2025-01-06T20:46:58.786Z,17846,88640,ALL
578174,2025-01-06T19:01:26.402Z,17846,51360,ALL
578175,2025-01-06T19:00:23.099Z,11951,22537,ALL
578176,2025-01-06T19:00:17.316Z,17846,1099,ALL
578178,2025-01-06T21:43:15.005Z,17846,45688,ALL
578179,2025-01-06T19:06:17.799Z,17846,120583,ALL
578181,2025-01-06T19:11:43.487Z,17846,112359,ALL
578182,2025-01-06T19:05:40.446Z,17846,68189,ALL
578183,2025-01-06T19:08:22.301Z,25975,120584,ALL
578186,2025-01-06T20:46:39.572Z,17846,104277,ALL
578187,2025-01-06T19:17:44.411Z,17846,112084,ALL
578189,2025-01-06T19:15:56.955Z,17846,111935,ALL
578190,2025-01-06T19:19:31.569Z,17846,120585,ALL
578191,2025-01-06T19:14:16.571Z,17846,116591,ALL
578193,2025-01-06T19:19:23.625Z,7886,50398,ALL
578195,2025-01-06T19:27:31.518Z,8903,120586,ALL
578197,2025-01-06T19:16:20.437Z,17846,41082,ALL
578198,2025-01-06T19:18:50.590Z,17846,88731,ALL
578201,2025-01-06T19:18:35.488Z,17846,36301,ALL
578202,2025-01-06T19:32:37.344Z,17846,120590,ALL
578203,2025-01-06T19:25:16.869Z,17846,70283,ALL
578204,2025-01-06T19:27:49.601Z,17846,120341,ALL
578207,2025-01-06T19:29:03.233Z,17846,120588,ALL
578209,2025-01-06T19:28:23.538Z,34715,35089,ALL
578210,2025-01-06T19:40:41.248Z,63172,26833,ALL
578211,2025-01-06T19:42:23.378Z,10122,120593,ALL
578215,2025-01-06T19:35:58.787Z,8293,120592,ALL
578216,2025-01-06T19:32:37.296Z,17846,41452,ALL
578217,2025-01-06T19:37:14.258Z,30649,80859,ALL
578218,2025-01-13T09:02:29.905Z,20772,47636,ALL
578220,2025-01-06T19:53:44.895Z,18048,76049,ALL
578221,2025-01-06T19:39:00.799Z,17846,109586,ALL
